"category","demo_code","char_text","year","mean"
"Dairy products","LB11","Region of residence: west",1990,337
"Dairy products","LB11","Region of residence: west",1991,335
"Dairy products","LB11","Region of residence: west",1992,321
"Dairy products","LB11","Region of residence: west",1993,325
"Dairy products","LB11","Region of residence: west",1994,313
"Dairy products","LB11","Region of residence: west",1995,331
"Dairy products","LB11","Region of residence: west",1996,333
"Dairy products","LB11","Region of residence: west",1997,345
"Dairy products","LB11","Region of residence: west",1998,327
"Dairy products","LB11","Region of residence: west",1999,355
"Dairy products","LB11","Region of residence: west",2000,356
"Dairy products","LB11","Region of residence: west",2001,348
"Dairy products","LB11","Region of residence: west",2002,365
"Dairy products","LB11","Region of residence: west",2003,359
"Dairy products","LB11","Region of residence: west",2004,411
"Dairy products","LB11","Region of residence: west",2005,401
"Dairy products","LB11","Region of residence: west",2006,429
"Dairy products","LB11","Region of residence: west",2007,422
"Dairy products","LB11","Region of residence: west",2008,473
"Dairy products","LB11","Region of residence: west",2009,432
"Dairy products","LB11","Region of residence: west",2010,397
"Dairy products","LB11","Region of residence: west",2011,458
"Dairy products","LB11","Region of residence: west",2012,452
"Dairy products","LB11","Region of residence: west",2013,458
"Education","LB11","Region of residence: midwest",1984,312
"Education","LB11","Region of residence: midwest",1985,299
"Education","LB11","Region of residence: midwest",1986,350
"Education","LB11","Region of residence: midwest",1987,367
"Education","LB11","Region of residence: midwest",1988,337
"Education","LB11","Region of residence: midwest",1989,378
"Education","LB11","Region of residence: midwest",1990,394
"Education","LB11","Region of residence: midwest",1991,415
"Education","LB11","Region of residence: midwest",1992,432
"Education","LB11","Region of residence: midwest",1993,446
"Education","LB11","Region of residence: midwest",1994,451
"Education","LB11","Region of residence: midwest",1995,492
"Education","LB11","Region of residence: midwest",1996,536
"Education","LB11","Region of residence: midwest",1997,512
"Education","LB11","Region of residence: midwest",1998,598
"Education","LB11","Region of residence: midwest",1999,568
"Education","LB11","Region of residence: midwest",2000,667
"Education","LB11","Region of residence: midwest",2001,689
"Education","LB11","Region of residence: midwest",2002,718
"Education","LB11","Region of residence: midwest",2003,796
"Education","LB11","Region of residence: midwest",2004,928
"Education","LB11","Region of residence: midwest",2005,998
"Education","LB11","Region of residence: midwest",2006,951
"Education","LB11","Region of residence: midwest",2007,1187
"Education","LB11","Region of residence: midwest",2008,1029
"Education","LB11","Region of residence: midwest",2009,1103
"Education","LB11","Region of residence: midwest",2010,1153
"Education","LB11","Region of residence: midwest",2011,1095
"Education","LB11","Region of residence: midwest",2012,1180
"Education","LB11","Region of residence: midwest",2013,1207
"Education","LB11","Region of residence: northeast",1984,385
"Education","LB11","Region of residence: northeast",1985,408
"Education","LB11","Region of residence: northeast",1986,409
"Education","LB11","Region of residence: northeast",1987,488
"Education","LB11","Region of residence: northeast",1988,433
"Education","LB11","Region of residence: northeast",1989,440
"Education","LB11","Region of residence: northeast",1990,593
"Education","LB11","Region of residence: northeast",1991,605
"Education","LB11","Region of residence: northeast",1992,509
"Education","LB11","Region of residence: northeast",1993,533
"Education","LB11","Region of residence: northeast",1994,504
"Education","LB11","Region of residence: northeast",1995,577
"Education","LB11","Region of residence: northeast",1996,622
"Education","LB11","Region of residence: northeast",1997,772
"Education","LB11","Region of residence: northeast",1998,815
"Education","LB11","Region of residence: northeast",1999,939
"Education","LB11","Region of residence: northeast",2000,823
"Education","LB11","Region of residence: northeast",2001,729
"Education","LB11","Region of residence: northeast",2002,1062
"Education","LB11","Region of residence: northeast",2003,1040
"Education","LB11","Region of residence: northeast",2004,1152
"Education","LB11","Region of residence: northeast",2005,1387
"Education","LB11","Region of residence: northeast",2006,1080
"Education","LB11","Region of residence: northeast",2007,1163
"Education","LB11","Region of residence: northeast",2008,1585
"Education","LB11","Region of residence: northeast",2009,1710
"Education","LB11","Region of residence: northeast",2010,1618
"Education","LB11","Region of residence: northeast",2011,1620
"Education","LB11","Region of residence: northeast",2012,1789
"Education","LB11","Region of residence: northeast",2013,1870
"Education","LB11","Region of residence: south",1984,239
"Education","LB11","Region of residence: south",1985,266
"Education","LB11","Region of residence: south",1986,237
"Education","LB11","Region of residence: south",1987,254
"Education","LB11","Region of residence: south",1988,316
"Education","LB11","Region of residence: south",1989,312
"Education","LB11","Region of residence: south",1990,319
"Education","LB11","Region of residence: south",1991,385
"Education","LB11","Region of residence: south",1992,369
"Education","LB11","Region of residence: south",1993,412
"Education","LB11","Region of residence: south",1994,404
"Education","LB11","Region of residence: south",1995,436
"Education","LB11","Region of residence: south",1996,450
"Education","LB11","Region of residence: south",1997,449
"Education","LB11","Region of residence: south",1998,409
"Education","LB11","Region of residence: south",1999,452
"Education","LB11","Region of residence: south",2000,477
"Education","LB11","Region of residence: south",2001,483
"Education","LB11","Region of residence: south",2002,487
"Education","LB11","Region of residence: south",2003,581
"Education","LB11","Region of residence: south",2004,631
"Education","LB11","Region of residence: south",2005,674
"Education","LB11","Region of residence: south",2006,707
"Education","LB11","Region of residence: south",2007,744
"Education","LB11","Region of residence: south",2008,797
"Education","LB11","Region of residence: south",2009,820
"Education","LB11","Region of residence: south",2010,697
"Education","LB11","Region of residence: south",2011,680
"Education","LB11","Region of residence: south",2012,851
"Education","LB11","Region of residence: south",2013,728
"Education","LB11","Region of residence: west",1984,311
"Education","LB11","Region of residence: west",1985,349
"Education","LB11","Region of residence: west",1986,299
"Education","LB11","Region of residence: west",1987,281
"Education","LB11","Region of residence: west",1988,297
"Education","LB11","Region of residence: west",1989,367
"Education","LB11","Region of residence: west",1990,375
"Education","LB11","Region of residence: west",1991,426
"Education","LB11","Region of residence: west",1992,427
"Education","LB11","Region of residence: west",1993,460
"Education","LB11","Region of residence: west",1994,517
"Education","LB11","Region of residence: west",1995,403
"Education","LB11","Region of residence: west",1996,541
"Education","LB11","Region of residence: west",1997,647
"Education","LB11","Region of residence: west",1998,622
"Education","LB11","Region of residence: west",1999,728
"Education","LB11","Region of residence: west",2000,674
"Education","LB11","Region of residence: west",2001,798
"Education","LB11","Region of residence: west",2002,947
"Education","LB11","Region of residence: west",2003,875
"Education","LB11","Region of residence: west",2004,1115
"Education","LB11","Region of residence: west",2005,926
"Education","LB11","Region of residence: west",2006,948
"Education","LB11","Region of residence: west",2007,842
"Education","LB11","Region of residence: west",2008,1019
"Education","LB11","Region of residence: west",2009,902
"Education","LB11","Region of residence: west",2010,1167
"Education","LB11","Region of residence: west",2011,1145
"Education","LB11","Region of residence: west",2012,1358
"Education","LB11","Region of residence: west",2013,1159
"Eggs","LB11","Region of residence: midwest",1984,32
"Eggs","LB11","Region of residence: midwest",1985,27
"Eggs","LB11","Region of residence: midwest",1986,25
"Eggs","LB11","Region of residence: midwest",1987,23
"Eggs","LB11","Region of residence: midwest",1988,22
"Eggs","LB11","Region of residence: midwest",1989,27
"Eggs","LB11","Region of residence: midwest",1990,24
"Eggs","LB11","Region of residence: midwest",1991,25
"Eggs","LB11","Region of residence: midwest",1992,22
"Eggs","LB11","Region of residence: midwest",1993,25
"Eggs","LB11","Region of residence: midwest",1994,25
"Eggs","LB11","Region of residence: midwest",1995,24
"Eggs","LB11","Region of residence: midwest",1996,29
"Eggs","LB11","Region of residence: midwest",1997,25
"Eggs","LB11","Region of residence: midwest",1998,27
"Eggs","LB11","Region of residence: midwest",1999,24
"Eggs","LB11","Region of residence: midwest",2000,28
"Eggs","LB11","Region of residence: midwest",2001,28
"Eggs","LB11","Region of residence: midwest",2002,26
"Eggs","LB11","Region of residence: midwest",2003,31
"Eggs","LB11","Region of residence: midwest",2004,32
"Eggs","LB11","Region of residence: midwest",2005,26
"Eggs","LB11","Region of residence: midwest",2006,29
"Eggs","LB11","Region of residence: midwest",2007,33
"Eggs","LB11","Region of residence: midwest",2008,44
"Eggs","LB11","Region of residence: midwest",2009,37
"Eggs","LB11","Region of residence: midwest",2010,40
"Eggs","LB11","Region of residence: midwest",2011,47
"Eggs","LB11","Region of residence: midwest",2012,50
"Eggs","LB11","Region of residence: midwest",2013,54
"Eggs","LB11","Region of residence: northeast",1984,38
"Eggs","LB11","Region of residence: northeast",1985,33
"Eggs","LB11","Region of residence: northeast",1986,35
"Eggs","LB11","Region of residence: northeast",1987,30
"Eggs","LB11","Region of residence: northeast",1988,29
"Eggs","LB11","Region of residence: northeast",1989,33
"Eggs","LB11","Region of residence: northeast",1990,33
"Eggs","LB11","Region of residence: northeast",1991,31
"Eggs","LB11","Region of residence: northeast",1992,28
"Eggs","LB11","Region of residence: northeast",1993,31
"Eggs","LB11","Region of residence: northeast",1994,29
"Eggs","LB11","Region of residence: northeast",1995,36
"Eggs","LB11","Region of residence: northeast",1996,33
"Eggs","LB11","Region of residence: northeast",1997,36
"Eggs","LB11","Region of residence: northeast",1998,33
"Eggs","LB11","Region of residence: northeast",1999,36
"Eggs","LB11","Region of residence: northeast",2000,35
"Eggs","LB11","Region of residence: northeast",2001,37
"Eggs","LB11","Region of residence: northeast",2002,35
"Eggs","LB11","Region of residence: northeast",2003,38
"Eggs","LB11","Region of residence: northeast",2004,47
"Eggs","LB11","Region of residence: northeast",2005,37
"Eggs","LB11","Region of residence: northeast",2006,37
"Eggs","LB11","Region of residence: northeast",2007,45
"Eggs","LB11","Region of residence: northeast",2008,51
"Eggs","LB11","Region of residence: northeast",2009,46
"Eggs","LB11","Region of residence: northeast",2010,51
"Eggs","LB11","Region of residence: northeast",2011,52
"Eggs","LB11","Region of residence: northeast",2012,55
"Eggs","LB11","Region of residence: northeast",2013,57
"Eggs","LB11","Region of residence: south",1984,36
"Eggs","LB11","Region of residence: south",1985,30
"Eggs","LB11","Region of residence: south",1986,28
"Eggs","LB11","Region of residence: south",1987,28
"Eggs","LB11","Region of residence: south",1988,28
"Eggs","LB11","Region of residence: south",1989,33
"Eggs","LB11","Region of residence: south",1990,29
"Eggs","LB11","Region of residence: south",1991,31
"Eggs","LB11","Region of residence: south",1992,30
"Eggs","LB11","Region of residence: south",1993,31
"Eggs","LB11","Region of residence: south",1994,31
"Eggs","LB11","Region of residence: south",1995,29
"Eggs","LB11","Region of residence: south",1996,33
"Eggs","LB11","Region of residence: south",1997,31
"Eggs","LB11","Region of residence: south",1998,32
"Eggs","LB11","Region of residence: south",1999,31
"Eggs","LB11","Region of residence: south",2000,36
"Eggs","LB11","Region of residence: south",2001,35
"Eggs","LB11","Region of residence: south",2002,33
"Eggs","LB11","Region of residence: south",2003,36
"Eggs","LB11","Region of residence: south",2004,40
"Eggs","LB11","Region of residence: south",2005,30
"Eggs","LB11","Region of residence: south",2006,33
"Eggs","LB11","Region of residence: south",2007,42
"Eggs","LB11","Region of residence: south",2008,49
"Eggs","LB11","Region of residence: south",2009,43
"Eggs","LB11","Region of residence: south",2010,42
"Eggs","LB11","Region of residence: south",2011,48
"Eggs","LB11","Region of residence: south",2012,50
"Eggs","LB11","Region of residence: south",2013,56
"Eggs","LB11","Region of residence: west",1984,37
"Eggs","LB11","Region of residence: west",1985,31
"Eggs","LB11","Region of residence: west",1986,34
"Eggs","LB11","Region of residence: west",1987,34
"Eggs","LB11","Region of residence: west",1988,32
"Eggs","LB11","Region of residence: west",1989,41
"Eggs","LB11","Region of residence: west",1990,35
"Eggs","LB11","Region of residence: west",1991,38
"Eggs","LB11","Region of residence: west",1992,31
"Eggs","LB11","Region of residence: west",1993,34
"Eggs","LB11","Region of residence: west",1994,36
"Eggs","LB11","Region of residence: west",1995,34
"Eggs","LB11","Region of residence: west",1996,41
"Eggs","LB11","Region of residence: west",1997,41
"Eggs","LB11","Region of residence: west",1998,38
"Eggs","LB11","Region of residence: west",1999,41
"Eggs","LB11","Region of residence: west",2000,38
"Eggs","LB11","Region of residence: west",2001,41
"Eggs","LB11","Region of residence: west",2002,42
"Eggs","LB11","Region of residence: west",2003,45
"Eggs","LB11","Region of residence: west",2004,51
"Eggs","LB11","Region of residence: west",2005,40
"Eggs","LB11","Region of residence: west",2006,50
"Eggs","LB11","Region of residence: west",2007,51
"Eggs","LB11","Region of residence: west",2008,62
"Eggs","LB11","Region of residence: west",2009,50
"Eggs","LB11","Region of residence: west",2010,56
"Eggs","LB11","Region of residence: west",2011,56
"Eggs","LB11","Region of residence: west",2012,60
"Eggs","LB11","Region of residence: west",2013,59
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1984,307
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1985,321
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1986,295
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1987,311
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1988,348
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1989,347
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1990,347
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1991,348
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1992,356
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1993,365
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1994,404
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1995,418
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1996,450
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1997,468
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1998,427
"Entertainment: fees and admissions","LB11","Region of residence: midwest",1999,462
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2000,566
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2001,587
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2002,538
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2003,489
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2004,586
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2005,614
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2006,599
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2007,630
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2008,592
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2009,573
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2010,574
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2011,583
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2012,660
"Entertainment: fees and admissions","LB11","Region of residence: midwest",2013,546
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1984,331
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1985,350
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1986,339
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1987,345
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1988,385
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1989,426
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1990,398
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1991,417
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1992,429
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1993,439
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1994,500
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1995,429
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1996,512
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1997,528
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1998,516
"Entertainment: fees and admissions","LB11","Region of residence: northeast",1999,505
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2000,577
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2001,561
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2002,657
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2003,614
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2004,545
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2005,615
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2006,662
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2007,803
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2008,724
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2009,780
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2010,666
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2011,710
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2012,724
"Entertainment: fees and admissions","LB11","Region of residence: northeast",2013,753
"Entertainment: fees and admissions","LB11","Region of residence: south",1984,254
"Entertainment: fees and admissions","LB11","Region of residence: south",1985,256
"Entertainment: fees and admissions","LB11","Region of residence: south",1986,266
"Entertainment: fees and admissions","LB11","Region of residence: south",1987,265
"Entertainment: fees and admissions","LB11","Region of residence: south",1988,290
"Entertainment: fees and admissions","LB11","Region of residence: south",1989,319
"Entertainment: fees and admissions","LB11","Region of residence: south",1990,306
"Entertainment: fees and admissions","LB11","Region of residence: south",1991,328
"Entertainment: fees and admissions","LB11","Region of residence: south",1992,328
"Entertainment: fees and admissions","LB11","Region of residence: south",1993,372
"Entertainment: fees and admissions","LB11","Region of residence: south",1994,383
"Entertainment: fees and admissions","LB11","Region of residence: south",1995,373
"Entertainment: fees and admissions","LB11","Region of residence: south",1996,406
"Entertainment: fees and admissions","LB11","Region of residence: south",1997,358
"Entertainment: fees and admissions","LB11","Region of residence: south",1998,365
"Entertainment: fees and admissions","LB11","Region of residence: south",1999,377
"Entertainment: fees and admissions","LB11","Region of residence: south",2000,395
"Entertainment: fees and admissions","LB11","Region of residence: south",2001,410
"Entertainment: fees and admissions","LB11","Region of residence: south",2002,419
"Entertainment: fees and admissions","LB11","Region of residence: south",2003,365
"Entertainment: fees and admissions","LB11","Region of residence: south",2004,398
"Entertainment: fees and admissions","LB11","Region of residence: south",2005,451
"Entertainment: fees and admissions","LB11","Region of residence: south",2006,442
"Entertainment: fees and admissions","LB11","Region of residence: south",2007,476
"Entertainment: fees and admissions","LB11","Region of residence: south",2008,507
"Entertainment: fees and admissions","LB11","Region of residence: south",2009,508
"Entertainment: fees and admissions","LB11","Region of residence: south",2010,477
"Entertainment: fees and admissions","LB11","Region of residence: south",2011,443
"Entertainment: fees and admissions","LB11","Region of residence: south",2012,436
"Entertainment: fees and admissions","LB11","Region of residence: south",2013,401
"Entertainment: fees and admissions","LB11","Region of residence: west",1984,407
"Entertainment: fees and admissions","LB11","Region of residence: west",1985,398
"Entertainment: fees and admissions","LB11","Region of residence: west",1986,362
"Entertainment: fees and admissions","LB11","Region of residence: west",1987,411
"Entertainment: fees and admissions","LB11","Region of residence: west",1988,431
"Entertainment: fees and admissions","LB11","Region of residence: west",1989,459
"Entertainment: fees and admissions","LB11","Region of residence: west",1990,482
"Entertainment: fees and admissions","LB11","Region of residence: west",1991,456
"Entertainment: fees and admissions","LB11","Region of residence: west",1992,439
"Entertainment: fees and admissions","LB11","Region of residence: west",1993,519
"Entertainment: fees and admissions","LB11","Region of residence: west",1994,514
"Entertainment: fees and admissions","LB11","Region of residence: west",1995,552
"Entertainment: fees and admissions","LB11","Region of residence: west",1996,507
"Entertainment: fees and admissions","LB11","Region of residence: west",1997,604
"Entertainment: fees and admissions","LB11","Region of residence: west",1998,545
"Entertainment: fees and admissions","LB11","Region of residence: west",1999,544
"Entertainment: fees and admissions","LB11","Region of residence: west",2000,595
"Entertainment: fees and admissions","LB11","Region of residence: west",2001,620
"Entertainment: fees and admissions","LB11","Region of residence: west",2002,644
"Entertainment: fees and admissions","LB11","Region of residence: west",2003,606
"Entertainment: fees and admissions","LB11","Region of residence: west",2004,664
"Entertainment: fees and admissions","LB11","Region of residence: west",2005,760
"Entertainment: fees and admissions","LB11","Region of residence: west",2006,829
"Entertainment: fees and admissions","LB11","Region of residence: west",2007,857
"Entertainment: fees and admissions","LB11","Region of residence: west",2008,726
"Entertainment: fees and admissions","LB11","Region of residence: west",2009,751
"Entertainment: fees and admissions","LB11","Region of residence: west",2010,690
"Entertainment: fees and admissions","LB11","Region of residence: west",2011,757
"Entertainment: fees and admissions","LB11","Region of residence: west",2012,776
"Entertainment: fees and admissions","LB11","Region of residence: west",2013,724
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1984,216
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1985,302
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1986,217
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1987,244
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1988,280
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1989,268
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1990,306
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1991,355
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1992,293
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1993,293
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1994,340
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1995,295
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1996,532
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1997,561
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1998,533
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",1999,636
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2000,449
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2001,585
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2002,514
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2003,373
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2004,481
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2005,520
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2006,444
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2007,519
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2008,580
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2009,478
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2010,478
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2011,374
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2012,340
"Entertainment: other supplies, equip., & services","LB11","Region of residence: midwest",2013,409
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1984,183
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1985,179
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1986,290
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1987,202
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1988,196
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1989,449
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1990,235
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1991,328
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1992,281
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1993,300
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1994,198
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1995,290
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1996,374
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1997,340
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1998,325
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",1999,345
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2000,395
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2001,286
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2002,542
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2003,279
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2004,272
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2005,352
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2006,356
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2007,417
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2008,436
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2009,302
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2010,387
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2011,349
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2012,274
"Entertainment: other supplies, equip., & services","LB11","Region of residence: northeast",2013,310
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1984,233
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1985,238
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1986,256
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1987,272
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1988,345
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1989,350
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1990,250
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1991,270
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1992,236
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1993,274
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1994,250
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1995,264
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1996,505
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1997,334
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1998,370
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",1999,303
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2000,335
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2001,324
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2002,302
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2003,444
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2004,619
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2005,397
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2006,377
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2007,357
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2008,346
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2009,315
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2010,296
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2011,261
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2012,368
"Entertainment: other supplies, equip., & services","LB11","Region of residence: south",2013,233
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1984,300
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1985,364
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1986,330
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1987,382
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1988,505
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1989,443
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1990,543
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1991,527
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1992,702
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1993,488
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1994,459
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1995,449
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1996,471
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1997,565
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1998,520
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",1999,704
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2000,423
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2001,560
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2002,660
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2003,718
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2004,622
